unified_id,month,zipcode,city,host_type,bedrooms,bathrooms,guests,revenue,openness,occupancy,nightly_rate,lead_time,length_stay
AIR11098161,2019-5,92315,Big Bear Lake,Professionals,3,2,8,1353.879974,26,0.230769231,225.6466624,31.0,1.2
AIR11098161,2019-6,92315,Big Bear Lake,Professionals,3,2,8,3174.699936,18,0.833333333,211.6466624,12.42857143,2.142857143
AIR11098161,2019-7,92315,Big Bear Lake,Professionals,3,2,8,2109.799957,11,0.909090909,210.9799957,49.0,1.25
AIR11098161,2019-9,92315,Big Bear Lake,Professionals,3,2,8,2607.759949,26,0.461538462,217.3133291,28.3,1.3
AIR11128865,2019-10,92315,Big Bear Lake,Single Owners,3,1,7,2333.719948,31,0.612903226,122.8273657,23.33333333,3.166666667
AIR11128865,2019-11,92315,Big Bear Lake,Single Owners,3,1,7,2841.819984,30,0.566666667,167.1658814,57.625,2.25
AIR11128865,2019-3,92315,Big Bear Lake,Single Owners,3,1,7,3711.529984,31,0.741935484,161.3708688,21.77777778,2.444444444
AIR11128865,2019-4,92315,Big Bear Lake,Single Owners,3,1,7,3193.579964,30,0.8,133.0658318,25.44444444,2.444444444
AIR11128865,2019-5,92315,Big Bear Lake,Single Owners,3,1,7,2363.229942,31,0.612903226,124.3805233,20.0,2.857142857
AIR11128865,2019-7,92315,Big Bear Lake,Single Owners,3,1,7,3263.639938,31,0.741935484,141.8973886,15.0,3.0
AIR11128865,2019-8,92315,Big Bear Lake,Single Owners,3,1,7,3502.619934,31,0.741935484,152.2878232,33.1,2.3
AIR11128865,2019-9,92315,Big Bear Lake,Single Owners,3,1,7,1688.789963,30,0.433333333,129.9069202,13.66666667,2.0
AIR11209785,2019-1,92314,Big Bear City,Single Owners,3,2,8,8327.060089,31,0.774193548,346.960837,18.46153846,2.0
AIR11209785,2019-10,92314,Big Bear City,Single Owners,3,2,8,1652.779953,31,0.35483871,150.252723,16.71428571,1.571428571
AIR11209785,2019-11,92314,Big Bear City,Single Owners,3,2,8,2293.940002,30,0.366666667,208.5400002,18.33333333,2.0
AIR11209785,2019-12,92314,Big Bear City,Single Owners,3,2,8,7725.0,30,0.733333333,351.1363636,47.66666667,2.333333333
AIR11209785,2019-2,92314,Big Bear City,Single Owners,3,2,8,6022.310089,28,0.607142857,354.2535347,17.22222222,1.777777778
AIR11209785,2019-3,92314,Big Bear City,Single Owners,3,2,8,3344.639969,31,0.387096774,278.7199974,9.666666667,1.833333333
AIR11209785,2019-4,92314,Big Bear City,Single Owners,3,2,8,1911.799957,30,0.333333333,191.1799957,7.333333333,1.666666667
AIR11209785,2019-5,92314,Big Bear City,Single Owners,3,2,8,1950.769974,31,0.322580645,195.0769974,14.0,1.375
AIR11209785,2019-6,92314,Big Bear City,Single Owners,3,2,8,2247.71994,30,0.466666667,160.5514243,18.0,2.166666667
AIR11209785,2019-7,92314,Big Bear City,Single Owners,3,2,8,2456.699936,31,0.483870968,163.7799957,17.1,1.5
AIR11209785,2019-8,92314,Big Bear City,Single Owners,3,2,8,1875.779953,31,0.35483871,170.5254503,19.57142857,1.571428571
AIR11209785,2019-9,92314,Big Bear City,Single Owners,3,2,8,1718.779953,30,0.366666667,156.252723,5.375,1.375
AIR11321206,2019-1,92315,Big Bear Lake,2-5 Units,5,3,10,0.0,14,0.0,327.04738032354703,30.968203896761153,4.749502715945883
AIR11321206,2019-2,92315,Big Bear Lake,2-5 Units,5,3,10,0.0,3,0.0,327.04738032354703,30.968203896761153,4.749502715945883
AIR11375202,2019-1,92315,Big Bear Lake,Single Owners,4,2,9,4724.500061,31,0.322580645,472.4500061,43.4,2.0
AIR11375202,2019-10,92315,Big Bear Lake,Single Owners,4,2,9,1099.880005,31,0.129032258,274.9700012,21.5,2.0
AIR11375202,2019-2,92315,Big Bear Lake,Single Owners,4,2,9,5249.450043,28,0.428571429,437.4541702,56.83333333,2.0
AIR11375202,2019-3,92315,Big Bear Lake,Single Owners,4,2,9,4599.480042,31,0.387096774,383.2900035,20.2,2.4
AIR11375202,2019-4,92315,Big Bear Lake,Single Owners,4,2,9,849.9100037,30,0.1,283.3033346,27.0,3.0
AIR11375202,2019-6,92315,Big Bear Lake,Single Owners,4,2,9,549.9400024,30,0.066666667,274.9700012,3.0,1.0
